Year,Month,Day,Value,Data Completeness
2019,8,3,28.4,C
2019,8,4,Trace,C
2019,8,5,0.0,C
2019,8,6,Trace,C
2019,8,7,0.0,C
2019,8,8,0.0,C
2019,8,9,0.0,C
2019,8,10,0.0,C
2019,8,11,1.1,C
2019,8,12,0.4,C
2019,8,13,9.2,C
2019,8,14,54.4,C
2019,8,15,5.6,C
2019,8,16,1.1,C
2019,8,17,42.2,C
2019,8,18,19.0,C
2019,8,19,0.1,C
2019,8,20,Trace,C
2019,8,21,0.0,C
2019,8,22,0.0,C
2019,8,23,0.7,C
2019,8,24,0.0,C
2019,8,25,88.4,C
2019,8,26,178.3,C
2019,8,27,2.9,C
2019,8,28,0.0,C
2019,8,29,5.9,C
2019,8,30,8.5,C
2019,8,31,43.7,C
2019,9,1,8.5,C
2019,9,2,38.4,C
2019,9,3,12.9,C
2019,9,4,62.2,C
2019,9,5,31.8,C
2019,9,6,0.2,C
2019,9,7,0.4,C
2019,9,8,0.4,C
2019,9,9,0.0,C
2019,9,10,0.0,C
2019,9,11,Trace,C
2019,9,12,0.0,C
2019,9,13,Trace,C
2019,9,14,Trace,C
2019,9,15,11.0,C
2019,9,16,4.3,C
2019,9,17,2.1,C
2019,9,18,18.0,C
2019,9,19,8.7,C
2019,9,20,0.0,C
2019,9,21,0.0,C
2019,9,22,0.0,C
2019,9,23,0.0,C
2019,9,24,0.0,C
2019,9,25,Trace,C
2019,9,26,0.0,C
2019,9,27,Trace,C
2019,9,28,0.0,C
2019,9,29,0.0,C
2019,9,30,0.0,C
2019,10,1,0.0,C
2019,10,2,0.0,C
2019,10,3,0.0,C
2019,10,4,0.0,C
2019,10,5,0.0,C
2019,10,6,46.8,C
2019,10,7,17.9,C
2019,10,8,4.9,C
2019,10,9,Trace,C
2019,10,10,0.0,C
2019,10,11,0.0,C
2019,10,12,0.3,C
2019,10,13,13.6,C
2019,10,14,52.1,C
2019,10,15,10.4,C
2019,10,16,0.0,C
2019,10,17,0.0,C
2019,10,18,Trace,C
2019,10,19,0.0,C
2019,10,20,3.5,C
2019,10,21,0.0,C
2019,10,22,0.0,C
2019,10,23,0.0,C
2019,10,24,0.0,C
2019,10,25,0.0,C
2019,10,26,Trace,C
2019,10,27,Trace,C
2019,10,28,Trace,C
2019,10,29,0.0,C
2019,10,30,0.0,C
2019,10,31,0.0,C
2019,11,1,0.0,C
2019,11,2,0.0,C
2019,11,3,0.0,C
2019,11,4,0.0,C
2019,11,5,0.0,C
2019,11,6,0.0,C
2019,11,7,0.0,C
2019,11,8,0.0,C
2019,11,9,0.0,C
2019,11,10,0.0,C
2019,11,11,0.0,C
2019,11,12,0.0,C
2019,11,13,0.0,C
2019,11,14,0.0,C
2019,11,15,0.0,C
2019,11,16,0.0,C
2019,11,17,0.0,C
2019,11,18,0.0,C
2019,11,19,0.0,C
2019,11,20,0.0,C
2019,11,21,Trace,C
2019,11,22,0.0,C
2019,11,23,0.0,C
2019,11,24,0.0,C
2019,11,25,0.0,C
2019,11,26,Trace,C
2019,11,27,0.0,C
2019,11,28,0.0,C
2019,11,29,0.0,C
2019,11,30,0.0,C
2019,12,1,0.0,C
2019,12,2,0.0,C
2019,12,3,0.0,C
2019,12,4,0.0,C
2019,12,5,1.4,C
2019,12,6,0.3,C
2019,12,7,0.0,C
2019,12,8,0.0,C
2019,12,9,0.0,C
2019,12,10,0.0,C
2019,12,11,0.0,C
2019,12,12,0.0,C
2019,12,13,0.0,C
2019,12,14,0.0,C
2019,12,15,0.0,C
2019,12,16,0.0,C
2019,12,17,0.0,C
2019,12,18,0.0,C
2019,12,19,0.1,C
2019,12,20,0.7,C
2019,12,21,1.4,C
2019,12,22,0.0,C
2019,12,23,0.0,C
2019,12,24,0.0,C
2019,12,25,0.0,C
2019,12,26,0.0,C
2019,12,27,0.0,C
2019,12,28,Trace,C
2019,12,29,9.3,C
2019,12,30,0.3,C
2019,12,31,Trace,C
2020,1,1,Trace,C
2020,1,2,0.0,C
2020,1,3,0.0,C
2020,1,4,0.0,C
2020,1,5,0.0,C
2020,1,6,0.0,C
2020,1,7,Trace,C
2020,1,8,0.0,C
2020,1,9,0.0,C
2020,1,10,0.0,C
2020,1,11,0.0,C
2020,1,12,0.0,C
2020,1,13,0.0,C
2020,1,14,0.0,C
2020,1,15,0.1,C
2020,1,16,Trace,C
2020,1,17,0.0,C
2020,1,18,0.0,C
2020,1,19,0.0,C
2020,1,20,0.0,C
2020,1,21,0.0,C
2020,1,22,Trace,C
2020,1,23,0.0,C
2020,1,24,Trace,C
2020,1,25,2.1,C
2020,1,26,12.3,C
2020,1,27,0.2,C
2020,1,28,0.1,C
2020,1,29,0.0,C
2020,1,30,0.0,C
2020,1,31,0.0,C
2020,2,1,0.0,C
2020,2,2,0.0,C
2020,2,3,Trace,C
2020,2,4,0.8,C
2020,2,5,1.0,C
2020,2,6,Trace,C
2020,2,7,0.0,C
2020,2,8,0.0,C
2020,2,9,Trace,C
2020,2,10,0.0,C
2020,2,11,0.8,C
2020,2,12,0.0,C
2020,2,13,41.6,C
2020,2,14,9.7,C
2020,2,15,Trace,C
2020,2,16,25.5,C
2020,2,17,0.0,C
2020,2,18,0.0,C
2020,2,19,0.0,C
2020,2,20,0.0,C
2020,2,21,0.0,C
2020,2,22,0.0,C
2020,2,23,0.0,C
2020,2,24,0.0,C
2020,2,25,Trace,C
2020,2,26,0.0,C
2020,2,27,0.4,C
2020,2,28,0.0,C
2020,2,29,0.0,C
2020,3,1,0.0,C
2020,3,2,Trace,C
2020,3,3,Trace,C
2020,3,4,3.1,C
2020,3,5,0.4,C
2020,3,6,Trace,C
2020,3,7,Trace,C
2020,3,8,Trace,C
2020,3,9,Trace,C
2020,3,10,Trace,C
2020,3,11,Trace,C
2020,3,12,Trace,C
2020,3,13,0.0,C
2020,3,14,0.4,C
2020,3,15,0.0,C
2020,3,16,0.0,C
2020,3,17,0.0,C
2020,3,18,10.7,C
2020,3,19,0.8,C
2020,3,20,0.4,C
2020,3,21,0.2,C
2020,3,22,0.0,C
2020,3,23,0.0,C
2020,3,24,Trace,C
2020,3,25,Trace,C
2020,3,26,1.0,C
2020,3,27,Trace,C
2020,3,28,9.8,C
2020,3,29,2.2,C
2020,3,30,6.5,C
2020,3,31,5.8,C
2020,4,1,0.2,C
2020,4,2,0.4,C
2020,4,3,0.6,C
2020,4,4,1.1,C
2020,4,5,4.6,C
2020,4,6,21.5,C
2020,4,7,Trace,C
2020,4,8,0.0,C
2020,4,9,0.0,C
2020,4,10,0.0,C
2020,4,11,20.5,C
2020,4,12,0.4,C
2020,4,13,0.0,C
2020,4,14,0.0,C
2020,4,15,0.0,C
2020,4,16,0.0,C
2020,4,17,0.0,C
2020,4,18,Trace,C
2020,4,19,0.0,C
2020,4,20,0.0,C
2020,4,21,0.0,C
2020,4,22,25.8,C
2020,4,23,1.3,C
2020,4,24,0.6,C
2020,4,25,0.1,C
2020,4,26,0.7,C
2020,4,27,0.0,C
2020,4,28,0.0,C
2020,4,29,0.0,C
2020,4,30,0.0,C
2020,5,1,0.0,C
2020,5,2,0.0,C
2020,5,3,0.0,C
2020,5,4,0.0,C
2020,5,5,0.0,C
2020,5,6,0.0,C
2020,5,7,0.0,C
2020,5,8,0.1,C
2020,5,9,0.1,C
2020,5,10,0.8,C
2020,5,11,14.8,C
2020,5,12,3.6,C
2020,5,13,0.3,C
2020,5,14,0.1,C
2020,5,15,0.0,C
2020,5,16,0.0,C
2020,5,17,Trace,C
2020,5,18,46.7,C
2020,5,19,0.0,C
2020,5,20,4.3,C
2020,5,21,84.6,C
2020,5,22,17.0,C
2020,5,23,1.5,C
2020,5,24,Trace,C
2020,5,25,32.4,C
2020,5,26,14.4,C
2020,5,27,0.1,C
2020,5,28,0.2,C
2020,5,29,0.2,C
2020,5,30,131.3,C
2020,5,31,Trace,C
2020,6,1,Trace,C
2020,6,2,6.4,C
2020,6,3,Trace,C
2020,6,4,Trace,C
2020,6,5,2.6,C
2020,6,6,183.8,C
2020,6,7,107.4,C
2020,6,8,40.9,C
2020,6,9,1.3,C
2020,6,10,0.2,C
2020,6,11,Trace,C
2020,6,12,0.0,C
2020,6,13,11.7,C
2020,6,14,29.3,C
2020,6,15,0.2,C
2020,6,16,9.4,C
2020,6,17,0.9,C
2020,6,18,0.1,C
2020,6,19,Trace,C
2020,6,20,0.0,C
2020,6,21,Trace,C
2020,6,22,Trace,C
2020,6,23,0.0,C
2020,6,24,0.0,C
2020,6,25,0.1,C
2020,6,26,1.3,C
2020,6,27,1.2,C
2020,6,28,Trace,C
2020,6,29,0.4,C
2020,6,30,Trace,C
2020,7,1,1.1,C
2020,7,2,9.3,C
2020,7,3,29.5,C
2020,7,4,8.3,C
2020,7,5,1.3,C
2020,7,6,4.1,C
2020,7,7,0.7,C
2020,7,8,0.6,C
2020,7,9,Trace,C
2020,7,10,0.0,C
2020,7,11,0.0,C
2020,7,12,0.0,C
2020,7,13,0.0,C
2020,7,14,0.0,C
2020,7,15,0.0,C
2020,7,16,2.4,C
2020,7,17,2.5,C
2020,7,18,2.2,C
2020,7,19,0.0,C
2020,7,20,3.1,C
2020,7,21,0.0,C
2020,7,22,2.5,C
2020,7,23,Trace,C
2020,7,24,0.0,C
2020,7,25,0.0,C
2020,7,26,Trace,C
2020,7,27,2.3,C
2020,7,28,3.0,C
2020,7,29,2.6,C
2020,7,30,13.3,C
2020,7,31,36.6,C
2020,8,1,28.3,C
2020,8,2,25.6,C
2020,8,3,46.9,C
2020,8,4,4.7,C
2020,8,5,53.3,C
2020,8,6,1.7,C
2020,8,7,0.2,C
2020,8,8,0.0,C
2020,8,9,0.0,C
2020,8,10,0.0,C
2020,8,11,0.6,C
2020,8,12,29.4,C
2020,8,13,16.5,C
2020,8,14,9.3,C
2020,8,15,0.0,C
2020,8,16,Trace,C
2020,8,17,16.6,C
2020,8,18,52.7,C
2020,8,19,119.5,C
2020,8,20,Trace,C
2020,8,21,0.0,C
2020,8,22,0.0,C
2020,8,23,0.0,C
2020,8,24,0.0,C
2020,8,25,1.1,C
2020,8,26,12.3,C
2020,8,27,3.1,C
2020,8,28,22.6,C
2020,8,29,3.2,C
2020,8,30,0.6,C
2020,8,31,0.2,C
2020,9,1,1.1,C
2020,9,2,0.4,C
2020,9,3,0.4,C
2020,9,4,0.1,C
2020,9,5,43.9,C
2020,9,6,0.0,C
2020,9,7,4.7,C
2020,9,8,68.9,C
2020,9,9,0.2,C
2020,9,10,8.2,C
2020,9,11,2.7,C
2020,9,12,27.9,C
2020,9,13,5.7,C
2020,9,14,38.2,C
2020,9,15,62.6,C
2020,9,16,4.4,C
2020,9,17,40.6,C
2020,9,18,15.9,C
2020,9,19,50.8,C
2020,9,20,0.7,C
2020,9,21,176.8,C
2020,9,22,0.5,C
2020,9,23,0.0,C
2020,9,24,0.6,C
2020,9,25,0.0,C
2020,9,26,Trace,C
2020,9,27,1.3,C
2020,9,28,26.2,C
2020,9,29,21.9,C
2020,9,30,104.1,C
2020,10,1,0.1,C
2020,10,2,0.0,C
2020,10,3,0.0,C
2020,10,4,0.0,C
2020,10,5,106.1,C
2020,10,6,2.7,C
2020,10,7,0.0,C
2020,10,8,0.0,C
2020,10,9,Trace,C
2020,10,10,Trace,C
2020,10,11,0.0,C
2020,10,12,0.6,C
2020,10,13,26.0,C
2020,10,14,1.2,C
2020,10,15,0.0,C
2020,10,16,Trace,C
2020,10,17,0.2,C
2020,10,18,0.7,C
2020,10,19,0.0,C
2020,10,20,0.0,C
2020,10,21,0.0,C
2020,10,22,0.0,C
2020,10,23,0.0,C
2020,10,24,Trace,C
2020,10,25,0.0,C
2020,10,26,0.0,C
2020,10,27,0.0,C
2020,10,28,4.7,C
2020,10,29,0.1,C
2020,10,30,Trace,C
2020,10,31,0.0,C
2020,11,1,0.0,C
2020,11,2,0.0,C
2020,11,3,0.1,C
2020,11,4,0.4,C
2020,11,5,0.0,C
2020,11,6,0.0,C
2020,11,7,0.0,C
2020,11,8,0.0,C
2020,11,9,Trace,C
2020,11,10,0.0,C
2020,11,11,0.0,C
2020,11,12,0.0,C
2020,11,13,0.4,C
2020,11,14,0.0,C
2020,11,15,Trace,C
2020,11,16,0.0,C
2020,11,17,Trace,C
2020,11,18,1.0,C
2020,11,19,Trace,C
2020,11,20,0.0,C
2020,11,21,2.0,C
2020,11,22,1.1,C
2020,11,23,Trace,C
2020,11,24,0.0,C
2020,11,25,0.0,C
2020,11,26,0.0,C
2020,11,27,0.0,C
2020,11,28,0.0,C
2020,11,29,0.0,C
2020,11,30,0.1,C
2020,12,1,0.0,C
2020,12,2,0.0,C
2020,12,3,0.0,C
2020,12,4,0.0,C
2020,12,5,0.0,C
2020,12,6,0.0,C
2020,12,7,0.0,C
2020,12,8,0.0,C
2020,12,9,Trace,C
2020,12,10,0.3,C
2020,12,11,Trace,C
2020,12,12,Trace,C
2020,12,13,0.0,C
2020,12,14,Trace,C
2020,12,15,Trace,C
2020,12,16,0.0,C
2020,12,17,0.0,C
2020,12,18,0.0,C
2020,12,19,0.0,C
2020,12,20,0.0,C
2020,12,21,0.0,C
2020,12,22,0.0,C
2020,12,23,1.2,C
2020,12,24,0.0,C
2020,12,25,0.0,C
2020,12,26,0.0,C
2020,12,27,0.0,C
2020,12,28,0.0,C
2020,12,29,0.0,C
2020,12,30,0.0,C
2020,12,31,0.0,C
2021,1,1,0.0,C
2021,1,2,0.0,C
2021,1,3,0.0,C
2021,1,4,0.0,C
2021,1,5,0.0,C
2021,1,6,0.0,C
2021,1,7,0.0,C
2021,1,8,0.0,C
2021,1,9,0.0,C
2021,1,10,0.0,C
2021,1,11,0.0,C
2021,1,12,0.0,C
2021,1,13,0.0,C
2021,1,14,0.0,C
2021,1,15,0.0,C
2021,1,16,0.0,C
2021,1,17,0.0,C
2021,1,18,0.0,C
2021,1,19,0.0,C
2021,1,20,0.0,C
2021,1,21,0.0,C
2021,1,22,0.0,C
2021,1,23,0.0,C
2021,1,24,Trace,C
2021,1,25,0.0,C
2021,1,26,0.0,C
2021,1,27,0.0,C
2021,1,28,0.0,C
2021,1,29,0.0,C
2021,1,30,0.0,C
2021,1,31,0.0,C
2021,2,1,0.0,C
2021,2,2,0.0,C
2021,2,3,0.0,C
2021,2,4,0.0,C
2021,2,5,0.0,C
2021,2,6,0.0,C
2021,2,7,0.0,C
2021,2,8,0.0,C
2021,2,9,Trace,C
2021,2,10,32.2,C
2021,2,11,0.0,C
2021,2,12,0.0,C
2021,2,13,0.0,C
2021,2,14,0.0,C
2021,2,15,0.0,C
2021,2,16,0.0,C
2021,2,17,0.0,C
2021,2,18,0.0,C
2021,2,19,0.0,C
2021,2,20,0.0,C
2021,2,21,0.0,C
2021,2,22,0.0,C
2021,2,23,0.0,C
2021,2,24,Trace,C
2021,2,25,1.8,C
2021,2,26,14.7,C
2021,2,27,13.4,C
2021,2,28,Trace,C
2021,3,1,Trace,C
2021,3,2,Trace,C
2021,3,3,0.3,C
2021,3,4,1.0,C
2021,3,5,Trace,C
2021,3,6,1.5,C
2021,3,7,0.2,C
2021,3,8,0.3,C
2021,3,9,0.0,C
2021,3,10,Trace,C
2021,3,11,0.0,C
2021,3,12,0.0,C
2021,3,13,Trace,C
2021,3,14,0.0,C
2021,3,15,0.0,C
2021,3,16,0.0,C
2021,3,17,Trace,C
2021,3,18,0.2,C
2021,3,19,Trace,C
2021,3,20,0.0,C
2021,3,21,0.0,C
2021,3,22,Trace,C
2021,3,23,0.0,C
2021,3,24,0.0,C
2021,3,25,0.0,C
2021,3,26,0.0,C
2021,3,27,0.0,C
2021,3,28,0.0,C
2021,3,29,0.0,C
2021,3,30,0.0,C
2021,3,31,0.0,C
2021,4,1,Trace,C
2021,4,2,0.0,C
2021,4,3,0.0,C
2021,4,4,0.8,C
2021,4,5,0.7,C
2021,4,6,0.0,C
2021,4,7,0.0,C
2021,4,8,0.0,C
2021,4,9,7.5,C
2021,4,10,0.0,C
2021,4,11,0.0,C
2021,4,12,0.0,C
2021,4,13,0.0,C
2021,4,14,Trace,C
2021,4,15,8.3,C
2021,4,16,1.5,C
2021,4,17,2.5,C
2021,4,18,Trace,C
2021,4,19,0.0,C
2021,4,20,0.0,C
2021,4,21,0.0,C
2021,4,22,0.0,C
2021,4,23,0.0,C
2021,4,24,Trace,C
2021,4,25,0.9,C
2021,4,26,0.3,C
2021,4,27,5.7,C
2021,4,28,4.2,C
2021,4,29,0.1,C
2021,4,30,0.0,C
2021,5,1,0.0,C
2021,5,2,1.2,C
2021,5,3,8.8,C
2021,5,4,12.5,C
2021,5,5,0.5,C
2021,5,6,Trace,C
2021,5,7,0.0,C
2021,5,8,0.0,C
2021,5,9,0.0,C
2021,5,10,0.0,C
2021,5,11,Trace,C
2021,5,12,Trace,C
2021,5,13,3.9,C
2021,5,14,0.0,C
2021,5,15,0.0,C
2021,5,16,Trace,C
2021,5,17,0.0,C
2021,5,18,1.3,C
2021,5,19,0.0,C
2021,5,20,0.0,C
2021,5,21,Trace,C
2021,5,22,2.6,C
2021,5,23,Trace,C
2021,5,24,15.7,C
2021,5,25,4.8,C
2021,5,26,4.0,C
2021,5,27,1.0,C
2021,5,28,0.0,C
2021,5,29,0.0,C
2021,5,30,Trace,C
2021,5,31,8.7,C
2021,6,1,45.8,C
2021,6,2,2.4,C
2021,6,3,0.0,C
2021,6,4,7.5,C
2021,6,5,Trace,C
2021,6,6,Trace,C
2021,6,7,Trace,C
2021,6,8,0.9,C
